title_1|artist_1|album_1|row_number_1|fingerprint|title_2|artist_2|album_2|row_number_2|similarities|score
017-Catch Me|Bandits|Fit for Fahr'n, Vol. XI (unknown)|6681|3478|Catch Me|Bandits|Fit for Fahr'n, Volume 11|15714|[63.84827856042757, 63.84827856042757, 75.34030360583935, 75.34030360583935, 68.5350816570631, 67.54181960406218]|0.8550141356285621
Catch Me (Fit for Fahr'n, Volume 11)|Banidts|Fit for Fahr'n, Volume 11|14565|3478|Catch Me|Bandits|Fit for Fahr'n, Volume 11|15714|[28.731725352192406, 31.12603579820844, 64.79266110102185, 64.79266110102185, 99.32620530009146, 99.32620530009146]|0.8420078518002415
002-Romantique pas morts|Patrick Juvet|Best of Patrick Juvet (unknown)|13238|3486|Romantique pas morts|Patrick Juvet|Best of Patrick Juvet|18485|[89.33327686112519, 89.33327686112519, 92.57264217856661, 92.57264217856661, 79.7853582775413, 82.74037154707987]|0.9974698287233997
001-40 Day Dream|Edward Sharpe & The Magnetic Zeros|Up From Below (2009)|6696|3488|40 Day Dream|Edward Sharpe & The Magnetic Zeros|Up From Below|12676|[78.19825601711052, 78.19825601711052, 99.88862248521552, 99.88862248521552, 73.13238732106763, 77.76101942999595]|0.9869225146702169
I Started a Joke|Faith No More|King for a Dayâ€¦ Fool for a Lifetime|6698|5790|017-I Started a Joke|Faith No More|King for a Day Fool for a Lifetime (unknown)|11121|[85.37216384592541, 85.37216384592541, 92.57264217856661, 92.57264217856661, 83.94865476806511, 88.94559850425946]|0.9978627447379264
I Started a Joke|Faith No More|King for a Dayâ€¦ Fool for a Lifetime|6698|5790|I Started a Joke (King for a Dayâ€¦ Fool for a Lifetime)|Faith No More|King for a Dayâ€¦ Fool for a Lifetime|15425|[42.20646302495189, 46.043414209038424, 92.57264217856661, 92.57264217856661, 99.93887472388704, 99.93887472388704]|0.9710337027413763
I Started a Joke|Faith No More|King for a Dayâ€¦ Fool for a Lifetime|6698|5790|Faith No More - I Started a Joke|nan|King for a Dayâ€¦ Fool for a Lifetime|17395|[64.26893233344947, 67.14664572151437, 5.414260366871684, 11.27970909764934, 99.93887472388704, 99.93887472388704]|0.9898350764423992
I Started a Joke - King for a Dayâ€¦ Fool for a Lifetime|Faith No More|nan|10623|5790|I Started a Joke (King for a Dayâ€¦ Fool for a Lifetime)|Faith No More|King for a Dayâ€¦ Fool for a Lifetime|15425|[95.9986872771777, 99.99863258039343, 92.57264217856661, 92.57264217856661, 4.511883639059736, 4.96307200296571]|0.18036387746072832
017-I Started a Joke|Faith No More|King for a Day Fool for a Lifetime (unknown)|11121|5790|I Started a Joke (King for a Dayâ€¦ Fool for a Lifetime)|Faith No More|King for a Dayâ€¦ Fool for a Lifetime|15425|[41.230743166673165, 47.12084933334076, 92.57264217856661, 92.57264217856661, 83.94865476806511, 88.94559850425946]|0.884814239803192
017-I Started a Joke|Faith No More|King for a Day Fool for a Lifetime (unknown)|11121|5790|Faith No More - I Started a Joke|nan|King for a Dayâ€¦ Fool for a Lifetime|17395|[63.80948347223227, 66.75453655556608, 5.414260366871684, 11.27970909764934, 83.94865476806511, 88.94559850425946]|0.9551086654595312
I Started a Joke (King for a Dayâ€¦ Fool for a Lifetime)|Faith No More|King for a Dayâ€¦ Fool for a Lifetime|15425|5790|Faith No More - I Started a Joke|nan|King for a Dayâ€¦ Fool for a Lifetime|17395|[35.94018393816574, 51.91359902179495, 5.414260366871684, 11.27970909764934, 99.93887472388704, 99.93887472388704]|0.9173993005088035
003-Fakin' the Funk|Main Source|White Men Can't Rap (1992)|6901|5879|Fakin' the Funk|MainSource|White Men Can't Rap|11294|[83.61873798362797, 83.61873798362797, 82.1431480925218, 82.1431480925218, 82.1208551640821, 86.03137207665743]|0.9962399710652022
003-Fakin' the Funk|Main Source|White Men Can't Rap (1992)|6901|5879|Fakin'|Main Source|White Men Can't Rap|14416|[33.54267782821431, 30.048648887775315, 88.9196841637666, 88.9196841637666, 82.1208551640821, 86.03137207665743]|0.6222901709372209
003-Fakin' the Funk|Main Source|White Men Can't Rap (1992)|6901|5879|Main Soui-ce - Fakin' the Funk|nan|White Men Can't Rap|14943|[63.54589982934924, 65.5011582856369, 13.084462553273235, 13.084462553273235, 82.1208551640821, 86.03137207665743]|0.9420974590442125
Fakin' the Funk|MainSource|White Men Can't Rap|11294|5879|Fakin'|Main Source|White Men Can't Rap|14416|[39.83192992100449, 37.036706768653296, 82.1431480925218, 82.1431480925218, 97.76292281438344, 97.76292281438344]|0.9291043662504254
Fakin' the Funk|MainSource|White Men Can't Rap|11294|5879|Main Soui-ce - Fakin' the Funk|nan|White Men Can't Rap|14943|[63.66426641935311, 64.61447935098525, 13.986839281085182, 13.986839281085182, 97.76292281438344, 97.76292281438344]|0.9860927514643237
Fakin'|Main Source|White Men Can't Rap|14416|5879|Main Soui-ce - Fakin' the Funk|nan|White Men Can't Rap|14943|[23.060591006897337, 21.662979430721737, 13.084462553273235, 13.084462553273235, 97.76292281438344, 97.76292281438344]|0.5210255397119784
åˆ†è£‚ (æµ®èº)|çŽ‹è²|æµ®èº|6702|3672|åˆ†è£‚|çŽ‹è²|æµ®èº|7059|[39.83192992100449, 69.8805788087798, 69.8805788087798, 69.8805788087798, 69.8805788087798, 69.8805788087798]|0.7329119120087768
åˆ†è£‚ (æµ®èº)|çŽ‹è²|æµ®èº|6702|3672|çŽ‹è² - åˆ†è£‚|nan|æµ®èº|15358|[38.00851726528544, 47.5106465816068, 0.0, 0.0, 69.8805788087798, 69.8805788087798]|0.2507547856878238
åˆ†è£‚|çŽ‹è²|æµ®èº|7059|3672|çŽ‹è² - åˆ†è£‚|nan|æµ®èº|15358|[39.83192992100449, 34.9402894043899, 0.0, 0.0, 69.8805788087798, 69.8805788087798]|0.1636869465825705
001-Murderous Times|Warsnare feat. Fille de la Lune|Brutalist (2013)|6703|3492|Warsnare feat. Fille de la Lune - Murderous Times|nan|Brutalist|8232|[45.94857372276022, 47.90383217904789, 8.121390550307526, 8.121390550307526, 60.098480048045765, 65.10668671871625]|0.20177677726679943
001-Murderous Times|Warsnare feat. Fille de la Lune|Brutalist (2013)|6703|3492|Murderous Times (Brutalist)|Warsnare feat. Fille de la Lune|Brutalist|12114|[63.54589982934924, 71.36693365449992, 99.79705693637044, 99.79705693637044, 60.098480048045765, 65.10668671871625]|0.863978738003744
001-Murderous Times|Warsnare feat. Fille de la Lune|Brutalist (2013)|6703|3492|Murderous Times|Warsnare-feat.-Fille-de-la-Lune|Brutalist|18059|[83.61873798362797, 83.61873798362797, 83.82952782655116, 99.79705693637044, 60.098480048045765, 65.10668671871625]|0.9659475317880857
Warsnare feat. Fille de la Lune - Murderous Times|nan|Brutalist|8232|3492|Murderous Times (Brutalist)|Warsnare feat. Fille de la Lune|Brutalist|12114|[38.823853343238106, 53.756104629098914, 8.121390550307526, 8.121390550307526, 83.47011117784135, 83.47011117784135]|0.6997408447942038
Warsnare feat. Fille de la Lune - Murderous Times|nan|Brutalist|8232|3492|Murderous Times|Warsnare-feat.-Fille-de-la-Lune|Brutalist|18059|[44.660007786710395, 46.56043364997467, 8.121390550307526, 8.121390550307526, 83.47011117784135, 83.47011117784135]|0.6851768818978601
Murderous Times  - Brutalist|Warsnare feat. Fille de la Lune|nan|9444|3492|Murderous Times (Brutalist)|Warsnare feat. Fille de la Lune|Brutalist|12114|[90.58899113422225, 99.54834190573874, 99.79705693637044, 99.79705693637044, 7.670202186401552, 7.670202186401552]|0.1990395915613101
Murderous Times (Brutalist)|Warsnare feat. Fille de la Lune|Brutalist|12114|3492|Murderous Times|Warsnare-feat.-Fille-de-la-Lune|Brutalist|18059|[67.46511814588166, 71.26596987241021, 83.82952782655116, 99.79705693637044, 83.47011117784135, 83.47011117784135]|0.9853471635097243
Underwater Romance (Schizophrenic)|Oz Noy|Schizophrenic|6707|3654|Underwater Romance|O zNoy|Schizophrenic|7023|[67.11466315113681, 70.03269198379493, 58.000880411287234, 34.9402894043899, 92.57264217856661, 92.57264217856661]|0.9897607349150905
Out of the Blue (Country Life)|Roxy Music|Country Life|6712|5875|004-Out of the Blue|RoxyMusic|Country Life (2000)|7770|[59.6353829167739, 62.568270601205406, 79.29660561894927, 44.23915892425591, 70.01471759671524, 75.47040987697876]|0.8653519558236826
Out of the Blue (Country Life)|Roxy Music|Country Life|6712|5875|Out of the Blue - Country Life|Roxy Music|nan|11285|[92.76947604757002, 99.75212478233337, 86.46647167633873, 86.46647167633873, 5.865448730777657, 5.865448730777657]|0.1622279460381487
Out of the Blue (Country Life)|Roxy Music|Country Life|6712|5875|Roxy Music - Out of the Blue|nan|Country Life|16944|[51.807711086742884, 66.75224313099564, 0.0, 0.0, 90.92820467105875, 90.92820467105875]|0.9453977090352842
Out of the Blue (Country Life)|Roxy Music|Country Life|6712|5875|Out of the Blue|Roxy Music|Country Life|17683|[63.66426641935311, 66.51490521424952, 86.46647167633873, 86.46647167633873, 90.92820467105875, 90.92820467105875]|0.9894396819313966
004-Out of the Blue|RoxyMusic|Country Life (2000)|7770|5875|Roxy Music - Out of the Blue|nan|Country Life|16944|[66.47878751378074, 65.5011582856369, 0.0, 0.0, 70.01471759671524, 75.47040987697876]|0.8217330634536718
004-Out of the Blue|RoxyMusic|Country Life (2000)|7770|5875|Out of the Blue|Roxy Music|Country Life|17683|[83.61873798362797, 83.61873798362797, 79.29660561894927, 44.23915892425591, 70.01471759671524, 75.47040987697876]|0.9837840792688533
Roxy Music - Out of the Blue|nan|Country Life|16944|5875|Out of the Blue|Roxy Music|Country Life|17683|[66.51490521424952, 69.36554400914594, 0.0, 0.0, 90.92820467105875, 90.92820467105875]|0.9762105298375459
Pierre-Jean Gidon - Guinguette Waltz|nan|Cine Dancing|6715|5281|Guinguette Waltz (Cine Dancing)|Pierre-Jean-Gidon|Cine Dancing|7887|[47.90258732945781, 62.872145869913375, 9.023767278119472, 13.535650917179208, 90.92820467105875, 90.92820467105875]|0.9311668471245206
Pierre-Jean Gidon - Guinguette Waltz|nan|Cine Dancing|6715|5281|Guinguette Waltz|Pierre-Jean Gidon|Cine Dancing|10169|[59.4727433533413, 61.391218945384566, 9.023767278119472, 13.535650917179208, 90.92820467105875, 90.92820467105875]|0.9571851080730047
Guinguette Waltz (Cine Dancing)|Pierre-Jean-Gidon|Cine Dancing|7887|5281|Guinguette Waltz|Pierre-Jean Gidon|Cine Dancing|10169|[65.2281701294711, 68.105883517536, 90.86291262372934, 96.6626730039674, 90.92820467105875, 90.92820467105875]|0.9917278001565636
Caprice nÂº 18 en ut majer (corrente - allegro) (Portrait)|NicolÃ² Paganini|Portrait|6725|6855|Caprice nÂº 18 en ut majeur (corrente - allegro)|NicolÃ² Paganini|Portrait|13223|[88.99397214245231, 88.99397214245231, 95.92377960216338, 95.92377960216338, 79.81034820053446, 79.81034820053446]|0.9970719766104038
001-Christmas In My Heart|Candi Staton|Christmas I My Heart (unknown)|6730|6163|Christmas In My Heart|Candi Staton|Christmas In My Heart|7266|[89.63540250933653, 89.63540250933653, 90.92820467105875, 90.92820467105875, 76.83034500800274, 80.77036270072082]|0.9967179841169292
001-Christmas In My Heart|Candi Staton|Christmas I My Heart (unknown)|6730|6163|Chistmas In My Heart|Candi Staton|Christmas In My Heart|11831|[87.36990813890266, 87.36990813890266, 90.92820467105875, 90.92820467105875, 76.83034500800274, 80.77036270072082]|0.9958896393663677
001-Christmas In My Heart|Candi Staton|Christmas I My Heart (unknown)|6730|6163|Christmas In My Heart|Candi Staton|Christmas In My Heart|13246|[89.63540250933653, 89.63540250933653, 90.92820467105875, 90.92820467105875, 76.83034500800274, 80.77036270072082]|0.9967179841169292
Christmas In My Heart|Candi Staton|Christmas In My Heart|7266|6163|Chistmas In My Heart|Candi Staton|Christmas In My Heart|11831|[96.20506738890404, 96.20506738890404, 90.92820467105875, 90.92820467105875, 98.50044231795223, 98.50044231795223]|0.9998019051719649
Christmas In My Heart|Candi Staton|Christmas In My Heart|7266|6163|Christmas In My Heart|Candi Staton|Christmas In My Heart|13246|[98.50044231795223, 98.50044231795223, 90.92820467105875, 90.92820467105875, 98.50044231795223, 98.50044231795223]|1.0
Chistmas In My Heart|Candi Staton|Christmas In My Heart|11831|6163|Christmas In My Heart|Candi Staton|Christmas In My Heart|13246|[96.20506738890404, 96.20506738890404, 90.92820467105875, 90.92820467105875, 98.50044231795223, 98.50044231795223]|0.9998019051719649
Wardance|unk.|Jana - Live EP|6731|3505|Killing Joke - Wardance|nan|Jana - Live EP|14990|[41.50138106427792, 43.89569151029396, 13.084462553273235, 14.88921600889713, 93.9189937374782, 93.9189937374782]|0.8458528672057577
Wardance|unk.|Jana - Live EP|6731|3505|Wardance (Jana - Live EP)|Killing Joke|Jana - Live EP|17349|[38.30896713625654, 43.89569151029396, 13.766775897069461, 7.15872346647612, 93.9189937374782, 93.9189937374782]|0.8182620837145655
Killing Joke - Wardance|nan|Jana - Live EP|14990|3505|Wardance (Jana - Live EP)|Killing Joke|Jana - Live EP|17349|[32.668289420427094, 61.37678618383272, 5.865448730777657, 5.865448730777657, 93.9189937374782, 93.9189937374782]|0.8841119147301335
Lady (Here's to You)|Ilene Barnes|Here's to You|6733|3506|Ilene Barnes - Lady|nan|Here's to You|8394|[30.30650607245887, 39.10516912575338, 18.047534556238944, 12.182085825461288, 92.57264217856661, 92.57264217856661]|0.6854871607670578
Be Magnified|The Livingstone Collective|The Best New Worship Songs... Ever|6734|8000|011-BBe Magnified|The Livingstone Collective Collective|The Best New Worship Songs... Ever (unknown)|15491|[75.47040987697876, 75.47040987697876, 82.54212515307685, 82.54212515307685, 86.9031015621375, 88.90087401184181]|0.9944700212703873
[unknown] - La mÃ¨re Michel|nan|La Ronde des tout petits, Volume 2|6742|8152|011-La mere Michel|[unknown]|La Ronde des tout petits, Vol. II (1999)|15241|[60.30592920826786, 44.743108767424545, 14.88921600889713, 18.047534556238944, 80.90978421302457, 83.90644288758104]|0.8102943859206058
[unknown] - La mÃ¨re Michel|nan|La Ronde des tout petits, Volume 2|6742|8152|La mÃ¨re Michel|unk.|La Ronde des tout petits, Volume 2|15799|[67.46511814588166, 72.21618280404233, 13.084462553273235, 14.88921600889713, 99.88862248521552, 99.88862248521552]|0.9936991743623228
[unknown] - La mÃ¨re Michel|nan|La Ronde des tout petits, Volume 2|6742|8152|La mÃ¨re Michel (La Ronde des tout petits, Volume 2)|[unknown]|La Ronde des tout petits, Volume 2|17638|[37.82836992418072, 46.7877206956972, 14.88921600889713, 18.047534556238944, 99.88862248521552, 99.88862248521552]|0.9126633264255761
La mÃ¨re Michel - La Ronde des tout petits, Volume 2|[unknown]|nan|13759|8152|La mÃ¨re Michel (La Ronde des tout petits, Volume 2)|[unknown]|La Ronde des tout petits, Volume 2|17638|[95.99707848163119, 99.99695675169916, 83.47011117784135, 83.47011117784135, 4.96307200296571, 4.96307200296571]|0.16717471858111366
011-La mere Michel|[unknown]|La Ronde des tout petits, Vol. II (1999)|15241|8152|La mÃ¨re Michel|unk.|La Ronde des tout petits, Volume 2|15799|[75.06682159893874, 55.11235003466389, 25.330867650607807, 33.040262152966704, 80.90978421302457, 83.90644288758104]|0.9460528460485996
011-La mere Michel|[unknown]|La Ronde des tout petits, Vol. II (1999)|15241|8152|La mÃ¨re Michel (La Ronde des tout petits, Volume 2)|[unknown]|La Ronde des tout petits, Volume 2|17638|[35.989022269450174, 35.989022269450174, 83.47011117784135, 83.47011117784135, 80.90978421302457, 83.90644288758104]|0.6606896413495333
La mÃ¨re Michel|unk.|La Ronde des tout petits, Volume 2|15799|8152|La mÃ¨re Michel (La Ronde des tout petits, Volume 2)|[unknown]|La Ronde des tout petits, Volume 2|17638|[42.75958192344612, 40.85915606018185, 25.330867650607807, 33.040262152966704, 99.88862248521552, 99.88862248521552]|0.9210077099544544
å¤§æ±Ÿåƒé‡Œ - ãƒ¯ãƒ©ãƒ“ãƒ¼ã¬ãŽã™ã¦ã¦|nan|WAKU WAKU|6750|5501|ãƒ¯ãƒ©ãƒ“ãƒ¼ã¬ãŽã™ã¦ã¦|å¤§æ±Ÿåƒé‡Œ|WAKU WAKU|10569|[77.64770668647621, 70.6793227530745, 0.0, 0.0, 83.47011117784135, 83.47011117784135]|0.97125008240035
å¤§æ±Ÿåƒé‡Œ - ãƒ¯ãƒ©ãƒ“ãƒ¼ã¬ãŽã™ã¦ã¦|nan|WAKU WAKU|6750|5501|ãƒ¯ãƒ©ãƒ“ãƒ¼ã¬ãŽã™ã¦ã¦ (WAKU WAKU)|æ±Ÿå¤§åƒé‡Œ|WAKU WAKU|18390|[66.97254775640836, 58.975825636240195, 0.0, 0.0, 83.47011117784135, 83.47011117784135]|0.9171509711247062
ãƒ¯ãƒ©ãƒ“ãƒ¼ã¬ãŽã™ã¦ã¦|å¤§æ±Ÿåƒé‡Œ|WAKU WAKU|10569|5501|ãƒ¯ãƒ©ãƒ“ãƒ¼ã¬ãŽã™ã¦ã¦ (WAKU WAKU)|æ±Ÿå¤§åƒé‡Œ|WAKU WAKU|18390|[81.62964036270576, 54.75158804815631, 68.19615350329407, 90.92820467105875, 83.47011117784135, 83.47011117784135]|0.9806845476008786
æ­£è«– (BEMANI BEST for the 10th anniversary)|éˆ´æœ¨æ„›|BEMANI BEST for the 10th anniversary|6753|5771|æ­£è«– - BEMANI BEST for the 10th anniversary|éˆ´æœ¨æ„›|nan|6891|[95.98815265880768, 99.98765901959133, 83.47011117784135, 83.47011117784135, 4.511883639059736, 6.767825458589604]|0.17725180188028497
æ­£è«– (BEMANI BEST for the 10th anniversary)|éˆ´æœ¨æ„›|BEMANI BEST for the 10th anniversary|6753|5771|æ­£è«–|éˆ´æœ¨æ„›|BEMANI BEST for the 10th anniversary|11087|[16.771338914107154, 0.0, 83.47011117784135, 83.47011117784135, 99.92534141916232, 99.92534141916232]|0.457477431993326
æ­£è«– (BEMANI BEST for the 10th anniversary)|éˆ´æœ¨æ„›|BEMANI BEST for the 10th anniversary|6753|5771|éˆ´æœ¨æ„› - æ­£è«–|nan|BEMANI BEST for the 10th anniversary|17818|[18.48084927350144, 0.0, 0.0, 0.0, 99.92534141916232, 99.92534141916232]|0.2392625181520193
æ­£è«–|éˆ´æœ¨æ„›|BEMANI BEST for the 10th anniversary|11087|5771|éˆ´æœ¨æ„› - æ­£è«–|nan|BEMANI BEST for the 10th anniversary|17818|[34.9402894043899, 0.0, 0.0, 0.0, 99.92534141916232, 99.92534141916232]|0.4165490286624836
éˆ´æœ¨æ„› - æ­£è«–|nan|BEMANI BEST for the 10th anniversary|17818|5771|015-|nan|BEMANI BEST for the 10th anniversary (2007)|18679|[4.956039322945006, 0.0, 45.11883639059736, 45.11883639059736, 90.93206069143771, 93.92982093401258]|0.11177260059099658
Stab (narrationn)|Daniel C. Holter & Chris Weerts|Gearbox|6755|5429|046-Stab (narration)|Daniel C. Holter & Chris Weerts|Gearbox (unknown)|10436|[83.12989878341196, 82.16327205337228, 99.79705693637044, 99.79705693637044, 43.69737609138682, 48.217794307737186]|0.8242663931749706
Stab (narrationn)|Daniel C. Holter & Chris Weerts|Gearbox|6755|5429|Stab (narration) (Gearbox)|Daniel C. Holter & Chris Weerts|Gearbox|10949|[71.53037802293586, 73.46363148301522, 99.79705693637044, 99.79705693637044, 75.34030360583935, 75.34030360583935]|0.9769610922919499
046-Stab (narration)|Daniel C. Holter & Chris Weerts|Gearbox (unknown)|10436|5429|Stab (narration) (Gearbox)|Daniel C. Holter & Chris Weerts|Gearbox|10949|[68.7179052777886, 73.62632708334493, 99.79705693637044, 99.79705693637044, 43.69737609138682, 48.217794307737186]|0.5991023883903014
Banana Split (Mega 80 (disc 3))|Lio|Mega 80 (disc 3)|6763|3718|Banana Split|Lio|Mega 80 (disc 3)|7141|[50.9197946157929, 56.37548689605643, 45.11883639059736, 45.11883639059736, 95.92377960216338, 95.92377960216338]|0.968145198518768
Jerry Vale - Innamorata|nan|Jerry Vale 17 Most Requested Songs|6764|6293|Innamorata (Jerry Vale 17 Most Requested Songs)|Jerryy Vale|Jerry Vale 17 Most Requested Songs|12086|[39.59792657021466, 63.356682512343454, 6.316637094683631, 6.316637094683631, 99.88862248521552, 99.88862248521552]|0.9582593435223662
012-My to vidime|4D|Krystal (2013)|6772|3523|My to vidÃ­me|4D|KryÅ¡tal|15403|[70.35520805571062, 74.98384016463895, 32.967995396436066, 32.967995396436066, 43.89569151029396, 53.47293329435809]|0.49646998561536415
012-My to vidime|4D|Krystal (2013)|6772|3523|My to vidÃ­me (KryÅ¡tal)|4D|KryÅ¡tal|17611|[52.75807878118986, 68.105883517536, 32.967995396436066, 32.967995396436066, 43.89569151029396, 53.47293329435809]|0.22552216359926094
My to vidÃ­me|4D|KryÅ¡tal|15403|3523|My to vidÃ­me (KryÅ¡tal)|4D|KryÅ¡tal|17611|[64.80084952499662, 70.35520805571062, 32.967995396436066, 32.967995396436066, 79.81034820053446, 79.81034820053446]|0.9472197352889907
Somebody's Watching Me (Disco Nights, Volume 8: Dance Floor Hits)|Rockwell|Disco Nights, Volume 8: Dance Floor Hits|6776|3525|Rockwell - Somebody's Watching Me|nan|Disco Nights, Volume 8: Dance Floor Hits|7321|[44.938783438310345, 51.92926086204751, 0.0, 0.0, 99.96645373720975, 99.96645373720975]|0.9402980340386332
Somebody's Watching Me (Disco Nights, Volume 8: Dance Floor Hits)|Rockwell|Disco Nights, Volume 8: Dance Floor Hits|6776|3525|Somebody's Watching Me|Rockwell|Disco Nights, Volume 8: Dance Floor Hits|12489|[50.373855664943505, 52.349300985137376, 79.81034820053446, 79.81034820053446, 99.96645373720975, 99.96645373720975]|0.9832568702706628
Somebody's Watching Me (Disco Nights, Volume 8: Dance Floor Hits)|Rockwell|Disco Nights, Volume 8: Dance Floor Hits|6776|3525|001-Somebody's Watching Me|Rockwell|Disco Nights, Volume 8: Dance Floor Hits (1995)|15463|[47.735204907803485, 52.70762208569968, 79.81034820053446, 79.81034820053446, 91.96913743823296, 93.96846651297716]|0.9605727414664006
Somebody's Watching Me (Disco Nights, Volume 8: Dance Floor Hits)|Rockwell|Disco Nights, Volume 8: Dance Floor Hits|6776|3525|Somebody's Watching Me - Disco Nights, Vloume 8: Dance Floor Hits|Rockwell|nan|19095|[94.99978526870633, 97.99977848771812, 79.81034820053446, 79.81034820053446, 4.060695275153763, 4.511883639059736]|0.1327955917279573
Rockwell - Somebody's Watching Me|nan|Disco Nights, Volume 8: Dance Floor Hits|7321|3525|Somebody's Watching Me|Rockwell|Disco Nights, Volume 8: Dance Floor Hits|12489|[79.01781280775452, 81.98098078804531, 0.0, 0.0, 99.96645373720975, 99.96645373720975]|0.9974106709970552
Rockwell - Somebody's Watching Me|nan|Disco Nights, Volume 8: Dance Floor Hits|7321|3525|001-Somebody's Watching Me|Rockwell|Disco Nights, Volume 8: Dance Floor Hits (1995)|15463|[77.56970797518066, 76.57522453960142, 0.0, 0.0, 91.96913743823296, 93.96846651297716]|0.9921985736246571
Somebody's Watching Me|Rockwell|Disco Nights, Volume 8: Dance Floor Hits|12489|3525|001-Somebody's Watching Me|Rockwell|Disco Nights, Volume 8: Dance Floor Hits (1995)|15463|[90.8704847289177, 90.8704847289177, 79.81034820053446, 79.81034820053446, 91.96913743823296, 93.96846651297716]|0.9992873511381155
I'll Get By (Della)|Della Reese|Della|6777|5523|I'll Get By|Della Reese|Della|10607|[64.91136943954963, 70.24655048937562, 88.9196841637666, 88.9196841637666, 63.212055882855765, 63.212055882855765]|0.8572810575282797
Act III: When I have often heard - The Fairy Queen (Deller Consort, Alfred Deller)|Henry Purcell|nan|6780|3644|Act III: When I have often heard (The Fairy Queen (Deller Consort, Alfred Deller))|Henry Purcell|The Fairy Queen (Deller Consort, Alfred Deller)|7003|[97.99999260741082, 99.99999245654165, 92.57264217856661, 92.57264217856661, 3.609506911247789, 5.865448730777657]|0.19529261272712634
Act III: When I have often heard (The Fairy Queen (Deller Consort, Alfred Deller))|Henry Purcell|The Fairy Queen (Deller Consort, Alfred Deller)|7003|3644|Henry Purcell - Act III: When I have often heard|nan|The Fairy Queen (Deller Consort, Alfred Deller)|17366|[48.99668129191195, 55.996207190756515, 5.414260366871684, 5.414260366871684, 99.99172759344434, 99.99172759344434]|0.9620988633154768
Don McLean - Vincent|nan|Troubadours: The Essential Allbum|6783|5702|Vincent|Don McLean|Troubadours: The Essential Album|10960|[39.176957875036464, 42.19057001927004, 20.754664739674787, 20.754664739674787, 97.83716738722894, 97.83716738722894]|0.8826470666754639
Don McLean - Vincent|nan|Troubadours: The Essential Allbum|6783|5702|n.a.|Don McLean|Troubadours: The Essential Album|11475|[9.361407610007234, 15.969460040600575, 20.754664739674787, 20.754664739674787, 97.83716738722894, 97.83716738722894]|0.3152480911364015
Vincent|Don McLean|Troubadours: The Essential Album|10960|5702|n.a.|Don McLean|Troubadours: The Essential Album|11475|[9.912078645890013, 11.013420717655569, 86.46647167633873, 86.46647167633873, 99.8338442726826, 99.8338442726826]|0.5164729087195936
006-I Want to Live|Gordon Lang Wolfe|Shelter (2013)|6786|5157|I Want to Live (Sheltor)|Gordon Lang Wolfe|Shelter|8193|[65.1693105960314, 68.08733942868952, 96.6626730039674, 96.6626730039674, 50.47800341591237, 55.75182466832112]|0.6658022546793393
006-I Want to Live|Gordon Lang Wolfe|Shelter (2013)|6786|5157|Gordon Lang Wolfe - I Want to Live|nan|Shelter|8808|[56.41522409805703, 58.36057665316245, 13.535650917179208, 13.535650917179208, 50.47800341591237, 55.75182466832112]|0.2143198032784876
006-I Want to Live|Gordon Lang Wolfe|Shelter (2013)|6786|5157|I Want to Live|Gordon Lang Wolfe|Sheltre|10557|[82.64871448898083, 82.64871448898083, 96.6626730039674, 96.6626730039674, 42.943973055328435, 47.46439127167879]|0.8058506490800191
I Want to Live (Sheltor)|Gordon Lang Wolfe|Shelter|8193|5157|Gordon Lang Wolfe - I Want to Live|nan|Shelter|8808|[47.60497214164704, 51.57205315345096, 13.535650917179208, 13.535650917179208, 75.34030360583935, 75.34030360583935]|0.5880815782547937
I Want to Live (Sheltor)|Gordon Lang Wolfe|Shelter|8193|5157|I Want to Live|Gordon Lang Wolfe|Sheltre|10557|[69.50005536573387, 73.256815115233, 96.6626730039674, 96.6626730039674, 64.79266110102185, 64.79266110102185]|0.9200959733561721
Gordon Lang Wolfe - I Want to Live|nan|Shelter|8808|5157|I Want to Live|Gordon Lang Wolfe|Sheltre|10557|[54.47301636773736, 57.290586179861705, 13.535650917179208, 13.535650917179208, 64.79266110102185, 64.79266110102185]|0.45798150238497015
Hooked|Karnak|Melodies of Sperm Composed|6793|9527|Angel Hooked (Melodies of Sperm Composed)|Karnak|Melodies of Sperm Composed|16748|[18.16895049028275, 18.867756278370546, 69.8805788087798, 69.8805788087798, 99.44834355792392, 99.44834355792392]|0.64887651073759
Hooked|Karnak|Melodies of Sperm Composed|6793|9527|007-Angel Hooked|Karnak|Melodie s of Sperm Composed (unknown)|18476|[38.43431834482889, 38.43431834482889, 69.8805788087798, 69.8805788087798, 82.54212515307685, 81.54764171749761]|0.668221659190932
Angel Hooked (Melodies of Sperm Composed)|Karnak|Melodies of Sperm Composed|16748|9527|007-Angel Hooked|Karnak|Melodie s of Sperm Composed (unknown)|18476|[40.28798743290862, 42.20646302495189, 69.8805788087798, 69.8805788087798, 82.54212515307685, 81.54764171749761]|0.7272489302048375
Like Nobody Do|Louis Philippe|The Ruling Class|6794|4177|0 16-L.  Do|Louvis Philippe|The Ruling Class Class (1999)|17719|[35.567873665506646, 31.121889457318314, 91.10142392535386, 91.10142392535386, 68.105883517536, 70.9835969056009]|0.2881768926719898
